does_fac_have_agr_unit,facility_name,GHGRP ID,industry_segment,missing_data_procedures_used,reporting_year,acid_gas_removal_co2_emissions,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source,FRS_ID_Issues
Yes,Clear Lake Amine Plant,1003475,Onshore natural gas processing [98.230(a)(3)],No,2017,101978.7,1003475,110056382882.0,Clear Lake Amine Plant,Williams,LA,71052,211 Yearwood Road,CADDO PARISH,32.239218,-93.520564,213112,110071161289.0,Clear Lake Amine Plant,211 Yearwood Road,Williams,LA,71052.0,32.239218,-93.520564,CADDO PARISH,213112,nan,1003475,GHGRP,True
Yes,Tupelo Gas Plant,1011130,Onshore natural gas processing [98.230(a)(3)],No,2017,11347.3,1011130,110058240167.0,TARGA TUPELO GAS PROCESSING PLANT,Coalgate,OK,74538,nan,COAL COUNTY,34.5864,-96.288,211112,110071159593.0,Tupelo Gas Plant,None,Coalgate,OK,74538.0,34.5864,-96.288,COAL COUNTY,211112,nan,1011130,GHGRP,True
Yes,Iron Pennsylvania Land LLC,1009878,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,4765.1,1009878,nan,Iron Pennsylvania Land LLC,Waynesburg,PA,15370,115 Brick School Road,nan,39.836187,-80.128397,211111,110071160943.0,Iron Pennsylvania Land LLC,115 Brick School Road,Waynesburg,PA,15370.0,39.836187,-80.128397,None,211111,nan,1009878,GHGRP,True
Yes,Rebel Gas Plant,1011365,Onshore natural gas processing [98.230(a)(3)],No,2017,12138.1,1011365,110060274741.0,Rebel Gas Plant,Garden City,TX,79739,nan,GLASSCOCK COUNTY,31.887547,-101.7019975,211112,110070060755.0,Rebel Gas Plant,None,Garden City,TX,79739.0,31.887547,-101.7019975,GLASSCOCK COUNTY,211112,nan,1011365,GHGRP,True
Yes,Kenedy Gas Plant,1011012,Onshore natural gas processing [98.230(a)(3)],No,2017,60247.8,1011012,110054628051.0,Kenedy Gas Plant,Kenedy,TX,78119,nan,KARNES COUNTY,28.7516,-98.0138,486210,110070062682.0,Kenedy Gas Plant,None,Kenedy,TX,78119.0,28.7516,-98.0138,KARNES COUNTY,486210,nan,1011012,GHGRP,True
Yes,XTO - Hattieville Compressor Station,1010914,Onshore natural gas processing [98.230(a)(3)],No,2017,8840.7,1010914,110056383382.0,XTO - Hattieville Compressor Station,Hattieville,AR,72063,nan,CONWAY COUNTY,35.2864,-92.7546,211111,110071160322.0,XTO - Hattieville Compressor Station,None,Hattieville,AR,72063.0,35.2864,-92.7546,CONWAY COUNTY,211111,nan,1010914,GHGRP,True
Yes,Raptor Gas Plant,1012846,Onshore natural gas processing [98.230(a)(3)],No,2017,14656.9,1012846,110070209462.0,TARGA RAPTOR GAS PROCESSING PLANT,Cotulla,TX,78014,2656 South Interstate 35,LA SALLE COUNTY,28.407351,-99.255954,211112,110071161859.0,Raptor Gas Plant,2656 South Interstate 35,Cotulla,TX,78014.0,28.407351,-99.255954,LA SALLE COUNTY,211112,nan,1012846,GHGRP,True
Yes,Shelby,1010598,Onshore natural gas processing [98.230(a)(3)],No,2017,43257.9,1010598,110055521305.0,Shelby,Neuville,TX,75935,"31.6507, -94.1819",SHELBY COUNTY,31.795396,-94.179048,486210,110071160757.0,Shelby,"31.6507, -94.1819",Neuville,TX,75935.0,31.795396,-94.179048,SHELBY COUNTY,486210,nan,1010598,GHGRP,True
Yes,Yoakum Cryogenic Plant,1009093,Onshore natural gas processing [98.230(a)(3)],No,2017,211493.7,1009093,110055515900.0,Yoakum Cryogenic Plant,Yoakum,TX,77995,nan,LAVACA COUNTY,29.3421,-97.11,211112,110063951228.0,Yoakum Cryogenic Plant,None,Yoakum,TX,77995.0,29.3421,-97.11,LAVACA COUNTY,211112,nan,1009093,GHGRP,True
Yes,WILLOW CREEK GAS PLANT,1002319,Onshore natural gas processing [98.230(a)(3)],No,2017,154904.9,1002319,110037575996.0,WILLOW CREEK GAS PLANT,Rifle,CO,81650,20219 County Road 5,RIO BLANCO COUNTY,39.977742,-107.763621,211112,110056938943.0,WILLOW CREEK GAS PLANT,20219 County Road 5,Rifle,CO,81650.0,39.977742,-107.763621,RIO BLANCO COUNTY,211112,nan,1002319,GHGRP,True
Yes,JACKALOPE TREATER,1003083,Onshore natural gas processing [98.230(a)(3)],No,2017,43431.6,1003083,110043972920.0,JACKALOPE TREATER,MIRANDO CITY,TX,78369,nan,JIM HOGG COUNTY,27.2567,-98.9001,211111,110071160629.0,JACKALOPE TREATER,None,MIRANDO CITY,TX,78369.0,27.2567,-98.9001,JIM HOGG COUNTY,211111,nan,1003083,GHGRP,True
Yes,Eagle-1 Gas Plant,1010118,Onshore natural gas processing [98.230(a)(3)],No,2017,37286.2,1010118,110055519372.0,Eagle-1 Gas Plant,Edna,TX,77957,nan,JACKSON COUNTY,29.1351,-96.6591,211130,110063967578.0,Eagle-1 Gas Plant,None,Edna,TX,77957.0,29.1351,-96.6591,JACKSON COUNTY,211130,nan,1010118,GHGRP,True
Yes,OFS GPRP Canadian Valley,1010547,Onshore natural gas processing [98.230(a)(3)],No,2017,15524.1,1010547,110070082092.0,OFS GPRP Canadian Valley,Calumet,OK,73014,"35.591269, -98.141061",CANADIAN COUNTY,35.591269,-98.141061,211130,110071159873.0,OFS GPRP Canadian Valley,"35.591269, -98.141061",Calumet,OK,73014.0,35.591269,-98.141061,CANADIAN COUNTY,211130,nan,1010547,GHGRP,True
Yes,Gomez Gas Plant,1004248,Onshore natural gas processing [98.230(a)(3)],No,2017,56164.6,1004248,110001876346.0,Gomez Gas Plant,Fort Stockton,TX,79735,3238 W. Gomez Road,PECOS COUNTY,30.973061,-102.97139,211111,110041240868.0,Gomez Gas Plant,3238 W. Gomez Road,Fort Stockton,TX,79735.0,30.985001,-102.974442,PECOS COUNTY,211111,nan,1004248,GHGRP,True
