FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,COMMON_STACK_COMBINED_HEAT_UOM,TIER_123_SORBENT_CO2_EMISSIONS,TIER123_BIOGENIC_CO2_EMISSIONS,TIER_1_2_3_FOSSIL_CO2_EMISSION,TIER_4_OPERATING_HOURS,TIER_4_OP_HRS_CO2_CONC_SUB,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_NAME,UNIT_TYPE,UNIT_TYPE_OTHER,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATINPUTCAPACITY_UOM,IND_UNIT_HEATCAPACITY_UOM_OTHR,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,COMMON_PIPE_HEAT_CAPACITY,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER4_V_TOTAL,TIER4_V_BIO,TIER4_ANNUAL_BIO_CO2_EMISSION,PART_75_CO2_EMISSIONS_METHOD,PART_75_METHOD_STARTDATE,PART_75_METHODOLOGY_ENDDATE,PART_75_HEAT_INPUT_METHOD,PART_75_CO2_METHOD,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_HHV_SUB,PART_75_OP_HRS_CO2_CONC_SUB,PART_75_OP_HRS_FLOWRATE_SUB,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER_4_TOTAL_CO2_EMISSIONS,TIER_4_METHODOLOGY_START_DATE,TIER_4_METHODOLOGY_END_DATE,TIER4_VFF,PART_75_OP_HRS_MOISTURE_SUB,BIOGENIC_CO2_MASS_EMISS_MSW,TOTAL_AMT_SORBENT_USED,PLANT_CODE,CP_USEIVTIND,CS_USEIVTIND,IND_USE_IVT_IND,AGG_USEIVTIND,CP_CUMULATIVE_MAXHEAT_INPUTCAP,COMMON_STACK_COMBINED_HEAT,AGG_CUMULATIVE_HEAT_INPUTCAP,SORBENT_MOLECULAR_WEIGHT,SORBENT_RATIO
1000077,2011,"REPUBLIC STEEL, LACKAWANNA",,,0.0,72281.2,,,,,CP-1,OCS (Other combustion source),,,,,,,590.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000079,2011,SOUTHERN ILLINOIS UNIVERSITY,,0.0,0.0,12498.2,,,,,GP-Units 2/3,OCS (Other combustion source),,,,,79.24,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000079,2011,SOUTHERN ILLINOIS UNIVERSITY,,0.0,0.0,,,,,,Unit 4,"OB (Boiler, other)",,145.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000079,2011,SOUTHERN ILLINOIS UNIVERSITY,,0.0,5.2,,,,,,Incinerator #1,"II (Incinerator, institutional)",,1.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000079,2011,SOUTHERN ILLINOIS UNIVERSITY,,3650.4,0.0,,,,,,Unit 5,"CFB (Boiler, circulating fluidized bed)",,140.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000086,2011,Chemours Johnsonville Site,,0.0,0.0,,,,,,North Hollow RICE,RICE (Reciprocating internal combustion engine),,0.441,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000086,2011,Chemours Johnsonville Site,,0.0,0.0,132964.0,,,,,GP-1,OCS (Other combustion source),,,,,120.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000087,2011,NRG Energy Center Dover,,,0.0,104201.0,,,,,1,"OB (Boiler, other)",,243.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000088,2011,GSA Central Heating,,,0.0,17229.5,,,,,1,"OB (Boiler, other)",,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000088,2011,GSA Central Heating,,,0.0,19557.5,,,,,2,"OB (Boiler, other)",,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000088,2011,GSA Central Heating,,,0.0,25321.5,,,,,3,"OB (Boiler, other)",,500.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000088,2011,GSA Central Heating,,,0.0,26257.7,,,,,6,"OB (Boiler, other)",,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000088,2011,GSA Central Heating,,,0.0,5676.6,,,,,4,"OB (Boiler, other)",,500.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000088,2011,GSA Central Heating,,,0.0,58894.9,,,,,5C,"CCCT (CC (Turbine, combined cycle))",,326.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,2011,AdvanSix Resins & Chemicals LLC,,0.0,0.0,,,,,,BL-001,"OB (Boiler, other)",,2.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,2011,AdvanSix Resins & Chemicals LLC,,0.0,0.0,,,,,,BL-701,"OB (Boiler, other)",,260.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,2011,AdvanSix Resins & Chemicals LLC,,0.0,0.0,,,,,,BL-702,"OB (Boiler, other)",,260.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,2011,AdvanSix Resins & Chemicals LLC,,0.0,0.0,,,,,,BL-703,"OB (Boiler, other)",,381.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,2011,AdvanSix Resins & Chemicals LLC,,0.0,0.0,,,,,,CR-601,OCS (Other combustion source),catalytic oxidizer air emission control ,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000089,2011,AdvanSix Resins & Chemicals LLC,,0.0,0.0,,,,,,TR-601,"TODF (Thermal oxidizer, direct fired, no heat reco",,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000092,2011,Kneeland Station,,,0.0,,,,,,K1,OCS (Other combustion source),,,,,,,,,,,,,40132.6,2011-01-01,2011-12-31,Appendix D,Appendix D and G calculation method--- § 98.33(a)(5)(i),1.0,0.0,,,,,,,,,,,,,,,,,,,,,
1000092,2011,Kneeland Station,,,0.0,,,,,,K2,OCS (Other combustion source),,,,,,,,,,,,,55592.8,2011-01-01,2011-12-31,Appendix D,Appendix D and G calculation method--- § 98.33(a)(5)(i),0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1000092,2011,Kneeland Station,,,0.0,,,,,,K3,OCS (Other combustion source),,,,,,,,,,,,,48121.5,2011-01-01,2011-12-31,Appendix D,Appendix D and G calculation method--- § 98.33(a)(5)(i),0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1000092,2011,Kneeland Station,,,0.0,,,,,,K4,OCS (Other combustion source),,,,,,,,,,,,,18910.7,2011-01-01,2011-12-31,Appendix D,Appendix D and G calculation method--- § 98.33(a)(5)(i),1.0,0.0,,,,,,,,,,,,,,,,,,,,,
1000093,2011,Momentive Performance Materials,,0.0,0.0,6142.6,,,,,GP-2,OCS (Other combustion source),,,,,54.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000093,2011,Momentive Performance Materials,,,0.0,134189.3,,,,,CP-1 Supplied to Facility,OCS (Other combustion source),,,,,,,308.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000095,2011,Red Oak Power LLC,,0.0,0.0,,,,,,E10,PRH (Process Heater),,16.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,508216.0,,,,,GP-1,OCS (Other combustion source),,,,,185.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,16F-3,PRH (Process Heater),,625.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,1F-1,PRH (Process Heater),,531.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,3F-1,PRH (Process Heater),,315.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,3F-2,PRH (Process Heater),,315.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,59F-3,"OB (Boiler, other)",,295.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,59F-4,"OB (Boiler, other)",,295.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,0.0,0.0,,,,,,60F-1,"OB (Boiler, other)",,260.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000099,2011,Robinson Refinery,,,0.0,0.0,,,,,CP-69,OCS (Other combustion source),,,,,,,88.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000103,2011,TRUNK L COMPRESSOR STATION,,0.0,0.0,54900.1,,,,,GP-1,OCS (Other combustion source),,,,,10.58,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000104,2011,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,,0.0,0.0,53091.14775008,,,,,GP-NATURALGAS,Other,,,,,38.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000105,2011,Ardagh Glass Inc. (Dolton),,0.0,0.0,60330.0,,,,,GP-1,OCS (Other combustion source),,,,,50.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000106,2011,Waterford Plant,,0.0,0.0,355.1,,,,,GP-Auxiliary Equipment,OCS (Other combustion source),,,,,9.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000106,2011,Waterford Plant,,0.0,0.0,,,,,,Auxiliary Boiler,"OB (Boiler, other)",,85.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000108,2011,North 1st,,0.0,0.0,,,,,,Heatec1,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000109,2011,West Lorain,,,0.0,0.6,,,,,GPpreheaters,PRH (Process Heater),,,,,5.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000109,2011,West Lorain,,,0.0,122.9,,,,,CT1B,"SCCT (CT (Turbine, simple cycle combustion))",,811.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000109,2011,West Lorain,,,0.0,163.5,,,,,CT1a,"SCCT (CT (Turbine, simple cycle combustion))",,811.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000110,2011,Midulla Generating Station,,0.0,0.0,232.3,,,,,GP-Fuel Heaters,OCS (Other combustion source),,,,,5.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000111,2011,Vernon Boulevard,,0.0,0.0,,,,,,Heatec1,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000111,2011,Vernon Boulevard,,0.0,0.0,,,,,,Heatec2,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000112,2011,23rd and 3rd,,0.0,0.0,,,,,,Heatec1,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000112,2011,23rd and 3rd,,0.0,0.0,,,,,,Heatec2,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000113,2011,Pouch Terminal,,0.0,0.0,,,,,,Heatec1,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000114,2011,Brentwood,,0.0,0.0,,,,,,Heatec1,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000115,2011,Osceola,,0.0,0.0,,,,,,Natural Gas Heaters (2),"NGLH (Heater, natural gas line)",,5.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000116,2011,Harlem River Yard,,0.0,0.0,,,,,,Heatec1,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000116,2011,Harlem River Yard,,0.0,0.0,,,,,,Heatec2,PRH (Process Heater),,7.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000118,2011,Solway Plant,,0.0,0.0,,,,,,Blackstart Diesel Generator,RICE (Reciprocating internal combustion engine),,1250.0,Other,kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000120,2011,Evander Andrews Power Complex,,0.0,0.0,,,,,,H1,PRH (Process Heater),,2.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000120,2011,Evander Andrews Power Complex,,0.0,0.0,,,,,,H2,PRH (Process Heater),,3.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,0.0,0.0,,,,,,CW-B1,"OB (Boiler, other)",,760.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,0.0,0.0,,,,,,CW-B2,"OB (Boiler, other)",,481.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,,0.0,10992.2,,,,,CP-CP-COG2,OCS (Other combustion source),,,,,,,156.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,,0.0,2841.7,,,,,CP-CP-COG3,OCS (Other combustion source),,,,,,,229.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,,0.0,387220.7,,,,,CP-CP-COG1,OCS (Other combustion source),,,,,,,350.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,,0.0,43237.4,,,,,CP-CP-NG2,OCS (Other combustion source),,,,,,,760.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000124,2011,US Steel (Clairton Coke),,,0.0,6462.1,,,,,CP-CP-NG1,OCS (Other combustion source),,,,,,,760.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000125,2011,Ackerman Combined Cycle,,0.0,0.0,,,,,,AA-005,PRH (Process Heater),,5.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,105.4,,,,,CT0005,"SCCT (CT (Turbine, simple cycle combustion))",,239.0,mmBtu/hr,,,,,,,,,,105.4,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,140.5,,,,,CT0008,"SCCT (CT (Turbine, simple cycle combustion))",,239.0,mmBtu/hr,,,,,,,,,,140.5,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,1.5,,,,,"Starters for CT 5, 7, 8, 10, 11, 12, 13",Other,,,,,1.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,193.2,,,,,CT0007,"SCCT (CT (Turbine, simple cycle combustion))",,239.0,mmBtu/hr,,,,,,,,,,193.2,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,380.3,,,,,CT0010,"SCCT (CT (Turbine, simple cycle combustion))",,345.0,mmBtu/hr,,,,,,,,,,380.3,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,405.6,,,,,CT0011,"SCCT (CT (Turbine, simple cycle combustion))",,345.0,mmBtu/hr,,,,,,,,,,405.6,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,811.2,,,,,CT0012,"SCCT (CT (Turbine, simple cycle combustion))",,345.0,mmBtu/hr,,,,,,,,,,811.2,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000132,2011,Astoria Gas Turbine Power,,,0.0,912.6,,,,,CT0013,"SCCT (CT (Turbine, simple cycle combustion))",,345.0,mmBtu/hr,,,,,,,,,,912.6,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1000134,2011,US GYPSUM - ALIQUIPPA PLANT,,0.0,0.0,0.0,,,,,GP-ALIQUIPPA PLANT,OCS (Other combustion source),,,,,90.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000136,2011,Riverside Energy Center,,0.0,0.0,,,,,,Water Bath Gas Heater,"NGLH (Heater, natural gas line)",,11.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000138,2011,Lawrenceburg Energy Facility,,0.0,0.0,,,,,,Auxiliary Boiler,"OB (Boiler, other)",,114.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000138,2011,Lawrenceburg Energy Facility,,0.0,0.0,,,,,,Fuel Gas Heater,PRH (Process Heater),,2.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000139,2011,Bolster Compressor Station,,0.0,0.0,21619.0,,,,,GP-Blstr,OCS (Other combustion source),,,,,12.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000140,2011,SONNEBORN LLC/PETROLIA PLT,,0.0,0.0,55526.6,,,,,GP-1,OCS (Other combustion source),,,,,105.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000141,2011,Blue Spruce Energy Center,,0.0,0.0,,,,,,H001,"NGLH (Heater, natural gas line)",,6.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000143,2011,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,,0.0,0.0,34.7,,,,,GP-SCWPDiesel,OCS (Other combustion source),,,,,77.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000143,2011,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,,0.0,0.0,36631.0,,,,,GP-SCWP,OCS (Other combustion source),,,,,77.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000143,2011,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,,0.0,0.0,,,,,,Incinerator,"II (Incinerator, institutional)",,1000.0,Other,Btu/lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000149,2011,Taconite Harbor Energy Center,,0.0,0.0,,,,,,Aux1,CH (Comfort heater),,34.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000149,2011,Taconite Harbor Energy Center,,0.0,0.0,,,,,,CH1,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000149,2011,Taconite Harbor Energy Center,,0.0,0.0,,,,,,PW1,RICE (Reciprocating internal combustion engine),,0.44,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000150,2011,Chuck Lenzie Generating Station,,0.0,0.0,0.0,,,,,FPH1 Fuel Preheater - Natural Gas,PRH (Process Heater),,9.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000150,2011,Chuck Lenzie Generating Station,,0.0,0.0,26.530952762,,,,,A10 - Auxiliary Boiler,"OB (Boiler, other)",,44.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000150,2011,Chuck Lenzie Generating Station,,0.0,0.0,38.487066681,,,,,A09 - Auxiliary Boiler - Natural Gas,"OB (Boiler, other)",,44.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000152,2011,Crossroads Energy Center (CPU),,0.0,0.0,,,,,,CT-01,"SCCT (CT (Turbine, simple cycle combustion))",,869.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000152,2011,Crossroads Energy Center (CPU),,0.0,0.0,,,,,,CT-02,"SCCT (CT (Turbine, simple cycle combustion))",,869.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000152,2011,Crossroads Energy Center (CPU),,0.0,0.0,,,,,,CT-03,"SCCT (CT (Turbine, simple cycle combustion))",,869.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000152,2011,Crossroads Energy Center (CPU),,0.0,0.0,,,,,,CT-04,"SCCT (CT (Turbine, simple cycle combustion))",,869.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000152,2011,Crossroads Energy Center (CPU),,0.0,0.0,,,,,,EP-05,PRH (Process Heater),,6.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000153,2011,"Dynegy Hanging Rock, II LLC",,0.0,0.0,1584.3,,,,,GP-1 Aux Blrs,OCS (Other combustion source),,,,,30.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000155,2011,Broadway Avenue Generating Station,,0.0,0.0,,,,,,1,"SCCT (CT (Turbine, simple cycle combustion))",,770.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000155,2011,Broadway Avenue Generating Station,,0.0,0.0,,,,,,2,"SCCT (CT (Turbine, simple cycle combustion))",,750.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000156,2011,Mittal Steel USA - Indiana Harbor East,mmBtu/hr,,,,8403.0,0.0,0.0,0.0,CS-IH7_Stoves_170,OCS (Other combustion source),,,,,,,,,4.0,,,,,,,,,,,,,2205367.4,0.0,2205367.4,2011-01-01,2011-12-31,,,,,,,,,,,953.0,,,
1000156,2011,Mittal Steel USA - Indiana Harbor East,mmBtu/hr,,,,8749.0,2.0,1.0,0.0,CS-5BH_CEMS,OCS (Other combustion source),,,,,,,,,3.0,,,,,,,,,,,,,2220850.4,0.0,2220850.4,2011-01-01,2011-12-31,,,,,,,,,,,1560.0,,,
1000156,2011,Mittal Steel USA - Indiana Harbor East,,0.0,0.0,183.9,,,,,GP-IHE_Diesel,OCS (Other combustion source),,,,,1.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000156,2011,Mittal Steel USA - Indiana Harbor East,,0.0,0.0,,,,,,SRC_LP_Oil,K (Kiln),,103.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000156,2011,Mittal Steel USA - Indiana Harbor East,,,0.0,631362.0,,,,,CP-NG_IHE,OCS (Other combustion source),,,,,,,953.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000157,2011,Hardin Generating Station,,0.0,0.0,571.3,,,,,GP-1,OCS (Other combustion source),,,,,1.64,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000158,2011,Ascend (Decatur Plant),,0.0,0.0,,,,,,007,OCS (Other combustion source),Coking Unit,384.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000158,2011,Ascend (Decatur Plant),,0.0,0.0,,,,,,008,OCS (Other combustion source),Coking Unit,384.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000158,2011,Ascend (Decatur Plant),,,0.0,,,,,,CS001,OCS (Other combustion source),,,,,,,,,,,,,54990.0,2011-01-01,2011-12-31,CEMS,CEMS calculation method--- § 98.33(a)(5)(iii),,,86.0,46.0,,,,,,,,,,,,,,,,,,,
1000158,2011,Ascend (Decatur Plant),,,0.0,,,,,,X015,OCS (Other combustion source),,,,,,,,,,,,,231489.0,2011-01-01,2011-12-31,CEMS,CEMS calculation method--- § 98.33(a)(5)(iii),,,43.0,3034.0,,,,,,,,,,,,,,,,,,,
1000159,2011,US Steel (Fairfield Works),,0.0,0.0,,,,,,FFW-B3,"OB (Boiler, other)",,726.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000159,2011,US Steel (Fairfield Works),,0.0,0.0,,,,,,FFW-B4,"OB (Boiler, other)",,726.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000159,2011,US Steel (Fairfield Works),,0.0,0.0,,,,,,FFW-BFS1,PRH (Process Heater),,276.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000159,2011,US Steel (Fairfield Works),,0.0,0.0,,,,,,FFW-BFS2,PRH (Process Heater),,276.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000159,2011,US Steel (Fairfield Works),,0.0,0.0,,,,,,FFW-BFS3,PRH (Process Heater),,276.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000159,2011,US Steel (Fairfield Works),,,0.0,0.0,,,,,CP-FFSBFG-2,OCS (Other combustion source),,,,,,,491.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
